Epoch Train_Loss Validation_Loss
1 26.962 23.217
2 17.918 13.647
3 13.777 13.102
4 12.780 13.227
5 12.016 10.487
6 11.069 11.008
7 11.391 12.152
8 10.439 10.750
9 9.973 9.458
10 9.550 9.130
11 9.195 9.085
12 8.877 11.616
13 8.805 8.819
14 8.306 8.347
15 7.983 7.719
16 7.833 10.851
17 7.411 7.559
18 7.294 7.543
19 7.004 7.900
20 7.005 7.756
21 6.989 7.547
22 6.689 7.628
23 6.476 7.632
24 6.315 7.655
25 6.119 7.552
26 5.968 7.493
27 6.109 7.686
28 5.912 8.195
29 5.795 7.638
30 5.620 7.906
31 5.605 8.241
32 5.374 7.600
33 5.356 7.586
34 5.375 7.436
35 5.250 7.441
36 5.082 7.532
37 5.102 7.870
38 5.021 7.197
39 4.886 7.247
40 4.794 7.254
41 4.721 7.301
42 4.611 7.493
43 4.532 7.155
44 4.544 7.312
45 4.446 7.212
46 4.414 7.274
47 4.439 7.508
48 4.450 7.267
49 4.367 7.340
50 4.297 7.173
51 4.362 7.413
52 4.229 8.246
53 4.341 7.197
54 4.243 7.326
55 4.194 7.157
56 4.167 7.501
57 4.138 7.166
58 4.074 7.297
59 4.109 7.158
60 3.944 7.178
61 4.035 7.217
62 3.996 7.138
63 3.903 7.121
64 4.004 7.145
65 3.889 7.098
66 3.875 7.158
67 3.826 7.144
68 4.048 7.198
69 3.943 7.222
70 3.885 7.463
71 3.859 7.093
72 3.810 7.007
73 3.855 7.061
74 3.797 7.138
75 3.740 7.218
76 3.796 7.429
77 3.741 7.114
78 3.731 7.176
79 3.783 7.103
80 3.758 7.174
81 3.649 7.184
82 3.718 7.049
83 3.701 7.141
84 3.699 7.260
85 3.705 7.124
86 3.683 7.070
87 3.581 7.380
88 3.675 7.660
89 3.782 7.150
90 3.900 7.130
91 3.716 7.281
92 3.681 7.231
93 3.556 7.129
94 3.511 7.100
95 3.534 7.125
96 3.686 7.051
97 3.546 7.185
98 3.522 7.079
99 3.531 7.287
100 3.745 7.207
Training complete! Best validation at epoch 72. Validation loss: 7.007, Test loss: 7.072
