Epoch Train_Loss Validation_Loss
1 27.505 22.689
2 19.001 12.575
3 15.822 12.527
4 14.325 10.897
5 13.231 11.943
6 12.527 10.128
7 12.127 9.627
8 11.572 9.251
9 11.179 9.267
10 10.870 8.414
11 10.498 9.740
12 10.299 8.077
13 9.882 7.950
14 9.707 9.918
15 9.424 8.279
16 9.309 7.704
17 9.223 7.884
18 9.092 7.428
19 8.781 7.540
20 8.684 7.094
21 8.459 8.061
22 8.510 7.524
23 8.493 7.546
24 8.358 7.379
25 8.086 7.330
26 7.906 7.606
27 7.896 7.385
28 7.742 7.177
29 7.719 7.410
30 7.659 7.471
31 7.457 8.045
32 7.447 7.102
33 7.389 7.582
34 7.223 7.184
35 7.141 7.054
36 6.915 7.032
37 6.957 7.102
38 6.831 7.034
39 6.771 6.950
40 6.784 7.122
41 6.750 7.075
42 6.696 7.341
43 6.659 6.966
44 6.525 7.252
45 6.510 7.244
46 6.455 6.994
47 6.418 6.886
48 6.349 6.917
49 6.247 7.257
50 6.232 6.951
51 6.257 6.841
52 6.129 6.948
53 6.199 7.030
54 5.991 6.911
55 6.020 7.037
56 6.026 6.943
57 5.942 7.206
58 5.908 6.945
59 5.827 6.949
60 5.813 6.886
61 5.818 6.958
62 5.781 6.977
63 5.678 6.888
64 5.648 7.494
65 5.697 7.048
66 5.581 6.933
67 5.480 6.885
68 5.714 7.302
69 5.744 7.066
70 5.436 7.019
71 5.458 7.029
72 5.313 6.916
73 5.289 6.960
74 5.278 7.055
75 5.160 6.839
76 5.176 7.025
77 5.092 7.005
78 5.221 6.941
79 5.164 6.978
80 5.082 7.050
81 5.202 6.873
82 5.036 6.909
83 4.947 6.821
84 4.941 7.048
85 4.838 7.010
86 4.807 7.014
87 4.913 7.105
88 4.870 7.006
89 4.849 6.998
90 4.802 6.833
91 4.776 7.020
92 4.744 6.895
93 4.671 6.921
94 4.781 6.873
95 4.643 6.984
96 4.575 6.910
97 4.619 6.942
98 4.539 6.766
99 4.575 6.867
100 4.522 6.919
Training complete! Best validation at epoch 98. Validation loss: 6.766, Test loss: 7.022
