Epoch Train_Loss Validation_Loss
1 26.397 20.074
2 17.078 15.576
3 12.469 12.857
4 10.881 10.717
5 10.554 12.424
6 10.344 10.307
7 9.317 11.604
8 9.250 10.675
9 8.735 9.857
10 8.121 9.817
11 7.626 9.291
12 7.544 8.076
13 7.030 9.765
14 6.566 9.210
15 6.295 8.314
16 5.968 7.978
17 5.956 7.735
18 5.654 8.375
19 5.378 8.769
20 5.101 7.996
21 4.789 9.179
22 4.585 8.730
23 4.528 8.231
24 4.347 8.278
25 4.051 8.078
26 3.853 8.591
27 3.785 7.877
28 3.697 7.997
29 3.779 8.216
30 3.618 9.267
31 3.837 8.446
32 3.543 7.946
33 3.442 7.868
34 3.294 7.841
35 3.129 7.567
36 2.983 8.132
37 2.906 7.710
38 3.114 8.785
39 3.212 7.901
40 2.965 7.811
41 2.754 7.722
42 2.634 7.927
43 2.558 7.814
44 2.356 7.830
45 2.203 7.714
46 2.120 7.554
47 2.077 7.494
48 2.192 8.394
49 2.175 8.067
50 2.253 7.886
51 2.391 7.577
52 2.044 7.874
53 1.770 8.167
54 1.663 8.293
55 1.622 7.758
56 1.708 7.579
57 1.674 7.530
58 1.785 7.778
59 1.799 7.897
60 1.958 7.844
61 2.353 7.859
62 2.322 8.013
63 2.172 9.015
64 1.832 7.702
65 1.606 7.805
66 1.584 7.759
67 1.520 7.728
68 1.612 7.492
69 1.445 8.104
70 1.477 8.063
71 1.617 7.440
72 1.513 7.891
73 1.389 8.232
74 1.445 8.190
75 1.677 8.344
76 1.927 8.101
77 1.727 7.646
78 1.821 7.689
79 2.274 7.869
80 1.996 7.566
81 1.815 7.584
82 1.768 7.452
83 1.667 7.434
84 1.514 7.723
85 1.524 8.229
86 1.516 8.238
87 1.368 8.160
88 1.401 8.217
89 1.587 7.663
90 2.507 8.197
91 2.943 8.574
92 2.881 7.624
93 2.330 7.787
94 2.011 7.837
95 1.813 7.556
96 1.653 7.859
97 1.496 7.622
98 1.269 7.337
99 1.242 7.450
100 1.272 7.437
Training complete! Best validation at epoch 98. Validation loss: 7.337, Test loss: 7.256
