Epoch Train_Loss Validation_Loss
1 26.614 22.801
2 17.428 24.493
3 12.802 12.434
4 12.300 14.629
5 12.148 13.358
6 11.170 18.154
7 11.226 10.908
8 11.386 13.386
9 11.505 11.431
10 10.456 10.165
11 9.861 9.542
12 9.493 9.649
13 9.208 9.221
14 8.898 8.879
15 8.634 9.614
16 8.316 10.360
17 8.174 9.889
18 7.845 9.458
19 7.746 9.611
20 7.538 8.509
21 7.292 8.755
22 7.311 11.003
23 7.059 8.890
24 6.889 11.151
25 6.760 8.361
26 6.551 7.812
27 6.335 7.822
28 6.225 8.257
29 6.106 8.677
30 5.708 8.233
31 5.538 7.589
32 5.473 8.674
33 5.532 7.803
34 5.133 8.641
35 4.973 8.009
36 5.015 9.725
37 4.934 8.141
38 4.655 7.817
39 4.654 8.309
40 4.500 7.822
41 4.558 8.606
42 4.522 8.053
43 4.503 7.826
44 4.394 7.834
45 4.195 8.441
46 3.997 8.232
47 3.910 8.474
48 3.926 7.934
49 3.882 8.101
50 3.835 9.381
51 3.951 8.915
52 3.980 7.875
53 4.360 8.202
54 4.070 8.639
55 3.889 8.161
56 3.863 8.176
57 3.628 31.020
58 3.839 7.935
59 3.620 7.431
60 3.537 7.574
61 3.412 8.810
62 3.373 7.797
63 3.404 8.365
64 3.426 7.949
65 3.614 9.421
66 3.596 8.086
67 3.610 7.834
68 3.869 8.535
69 3.886 8.111
70 3.616 8.241
71 3.460 7.689
72 3.287 7.958
73 3.242 8.042
74 3.329 7.860
75 3.409 10.235
76 3.610 10.233
77 4.524 8.157
78 4.571 9.541
79 4.274 8.935
80 4.466 25.403
81 4.337 9.816
82 3.612 7.965
83 3.125 8.446
84 3.001 8.303
85 3.006 7.921
86 3.051 7.483
87 3.191 7.424
88 3.022 7.306
89 3.142 7.513
90 3.253 8.727
91 3.165 8.152
92 3.201 7.056
93 3.210 7.489
94 3.150 7.520
95 3.114 16.090
96 3.505 8.220
97 4.043 9.809
98 3.863 8.294
99 3.743 8.488
100 3.424 7.726
Training complete! Best validation at epoch 92. Validation loss: 7.056, Test loss: 7.561
