Epoch Train_Loss Validation_Loss
1 26.996 21.131
2 17.708 14.587
3 13.775 13.707
4 12.394 11.175
5 11.218 11.668
6 10.995 10.622
7 10.077 10.792
8 9.436 13.280
9 9.142 10.495
10 8.581 10.557
11 8.419 9.524
12 8.040 8.905
13 7.605 11.521
14 7.401 8.062
15 7.068 9.787
16 6.996 8.048
17 6.786 8.471
18 6.781 8.757
19 6.454 10.786
20 6.510 8.798
21 6.206 7.901
22 8.373 9.654
23 7.147 9.013
24 6.463 7.617
25 5.987 7.860
26 5.563 8.698
27 5.466 9.267
28 5.430 8.019
29 5.411 7.971
30 5.365 8.340
31 5.265 8.585
32 5.507 7.670
33 5.640 7.387
34 4.972 7.744
35 4.820 8.295
36 4.924 8.803
37 4.892 8.537
38 4.576 7.463
39 4.564 7.823
40 4.727 7.956
41 5.056 7.390
42 4.776 7.872
43 4.629 7.680
44 4.400 7.907
45 4.272 7.943
46 4.274 7.691
47 5.034 7.941
48 5.666 7.702
49 5.116 8.097
50 4.360 8.183
51 4.085 7.691
52 3.814 8.736
53 3.823 8.185
54 4.086 7.749
55 4.429 7.541
56 4.951 8.596
57 5.061 7.618
58 4.660 7.872
59 4.209 8.410
60 3.871 9.283
61 3.732 7.871
62 4.036 7.780
63 4.709 7.948
64 4.706 7.858
65 4.639 7.920
66 4.876 7.917
67 4.424 7.468
68 4.015 7.655
69 3.604 7.629
70 3.466 7.563
71 3.594 7.852
72 3.852 7.517
73 4.573 8.280
74 5.813 8.705
75 5.277 8.032
76 4.554 7.590
77 4.079 7.393
78 3.659 7.876
79 3.464 7.966
80 3.398 7.774
81 3.478 7.734
82 3.839 7.442
83 4.026 7.744
84 4.635 7.643
85 4.740 7.984
86 4.847 7.492
87 4.320 7.829
88 4.138 7.565
89 3.811 7.436
90 3.520 7.703
91 3.541 8.121
92 3.647 7.854
93 3.820 9.805
94 3.995 8.006
95 4.970 13.389
96 7.080 8.498
97 5.887 7.680
98 4.831 8.434
99 4.168 7.819
100 3.988 7.738
Training complete! Best validation at epoch 33. Validation loss: 7.387, Test loss: 7.382
