Epoch Train_Loss Validation_Loss
1 30.744 30.248
2 30.455 30.443
3 30.303 30.259
4 30.196 30.213
5 30.109 30.069
6 30.042 30.023
7 29.949 29.943
8 29.872 29.888
9 29.800 29.919
10 29.725 29.648
11 29.672 29.389
12 29.606 29.559
13 29.547 29.537
14 29.485 29.618
15 29.376 29.481
16 29.325 29.125
17 29.242 29.382
18 29.192 29.314
19 29.121 29.298
20 29.052 29.280
21 28.976 28.624
22 28.911 29.004
23 28.832 28.933
24 28.759 28.298
25 28.701 28.928
26 28.628 28.629
27 28.562 28.558
28 28.518 28.756
29 28.403 28.408
30 28.333 28.498
31 28.269 28.511
32 28.205 28.369
33 28.151 28.542
34 28.087 28.087
35 27.964 28.165
36 27.920 28.181
37 27.846 28.022
38 27.783 28.181
39 27.687 28.070
40 27.643 28.108
41 27.559 27.604
42 27.464 27.388
43 27.389 27.946
44 27.336 27.520
45 27.262 27.748
46 27.180 27.407
47 27.104 27.582
48 27.004 27.629
49 26.940 27.266
50 26.862 27.061
51 26.773 27.116
52 26.697 27.095
53 26.601 26.623
54 26.572 27.184
55 26.444 27.069
56 26.376 26.183
57 26.269 26.048
58 26.218 26.401
59 26.080 26.367
60 25.998 26.497
61 25.954 26.598
62 25.819 26.216
63 25.770 26.207
64 25.688 25.546
65 25.564 26.246
66 25.479 25.527
67 25.380 25.823
68 25.262 25.805
69 25.208 26.393
70 25.110 25.730
71 24.992 25.699
72 24.912 24.883
73 24.779 25.839
74 24.758 25.912
75 24.572 25.306
76 24.525 24.648
77 24.460 25.718
78 24.303 24.980
79 24.166 24.546
80 24.074 24.777
81 24.007 25.253
82 23.869 24.212
83 23.733 25.082
84 23.660 24.265
85 23.559 24.371
86 23.500 24.015
87 23.333 24.284
88 23.217 23.425
89 23.119 23.810
90 23.010 23.843
91 22.888 23.576
92 22.792 23.433
93 22.725 23.325
94 22.579 24.221
95 22.406 22.779
96 22.359 22.617
97 22.224 22.231
98 22.147 23.403
99 21.979 22.457
100 21.865 22.390
101 21.839 21.924
102 21.713 22.827
103 21.472 22.175
104 21.436 21.940
105 21.319 22.621
106 21.173 21.902
107 21.036 21.584
108 20.923 21.109
109 20.780 21.914
110 20.711 21.074
111 20.636 22.279
112 20.447 21.777
113 20.292 21.046
114 20.220 20.057
115 20.045 20.153
116 19.965 21.319
117 19.820 20.236
118 19.722 20.996
119 19.594 19.937
120 19.427 20.017
121 19.356 21.215
122 19.176 19.567
123 19.161 20.476
124 18.994 20.223
125 18.908 19.431
126 18.736 20.417
127 18.524 20.705
128 18.424 20.027
129 18.252 19.251
130 18.214 18.702
131 18.036 18.831
132 17.934 18.969
133 17.764 18.302
134 17.692 19.463
135 17.588 18.385
136 17.465 18.384
137 17.278 18.723
138 17.103 17.473
139 17.059 18.721
140 16.848 17.850
141 16.737 17.597
142 16.597 17.246
143 16.340 17.392
144 16.286 16.557
145 16.194 17.606
146 16.037 15.720
147 15.922 17.491
148 15.836 15.559
149 15.825 16.212
150 15.602 16.253
151 15.419 17.260
152 15.314 15.455
153 15.227 16.503
154 14.934 15.860
155 14.894 14.679
156 14.687 15.782
157 14.555 15.635
158 14.451 15.615
159 14.360 15.438
160 14.127 15.058
161 14.109 15.195
162 13.913 14.621
163 13.732 14.603
164 13.516 14.860
165 13.557 14.495
166 13.303 14.613
167 13.094 14.753
168 13.004 13.647
169 12.999 13.475
170 12.815 13.796
171 12.723 13.971
172 12.571 13.548
173 12.449 13.407
174 12.294 11.949
175 12.202 13.976
176 11.961 14.588
177 11.986 12.911
178 11.954 12.832
179 11.738 13.075
180 11.714 13.584
181 11.570 12.349
182 11.419 12.075
183 11.185 11.836
184 10.998 12.069
185 10.997 12.292
186 10.705 11.533
187 10.827 11.755
188 10.540 12.287
189 10.483 11.517
190 10.253 11.393
191 10.149 10.971
192 10.208 11.177
193 9.852 11.195
194 9.884 11.675
195 9.583 10.809
196 9.753 10.977
197 9.579 11.084
198 9.318 10.575
199 9.223 10.503
200 9.207 10.672
201 8.894 10.335
202 8.878 9.413
203 8.955 10.426
204 8.672 10.344
205 8.694 9.866
206 8.602 9.622
207 8.421 10.043
208 8.294 9.338
209 8.262 9.192
210 8.124 9.656
211 8.130 9.181
212 8.055 9.463
213 8.048 9.266
214 7.872 9.092
215 7.781 8.959
216 7.638 8.929
217 7.616 8.802
218 7.626 8.879
219 7.565 8.944
220 7.281 8.601
221 7.443 8.462
222 7.273 8.779
223 7.217 8.748
224 7.140 8.376
225 7.130 8.334
226 6.960 8.146
227 6.974 8.211
228 6.877 8.148
229 6.851 8.291
230 6.830 8.146
231 6.939 7.861
232 6.842 7.746
233 6.787 8.031
234 6.861 7.964
235 6.821 8.203
236 6.689 8.158
237 6.628 7.663
238 6.556 7.789
