Epoch Train_Loss Validation_Loss
1 26.856 21.130
2 17.559 15.043
3 13.056 12.177
4 12.527 21.589
5 12.488 11.910
6 11.368 14.259
7 11.711 11.079
8 10.939 10.667
9 10.414 10.605
10 10.116 10.324
11 9.819 9.948
12 9.532 10.070
13 9.326 9.736
14 9.127 10.067
15 8.856 9.597
16 8.611 10.048
17 8.189 9.878
18 7.901 10.044
19 7.612 8.921
20 7.193 9.470
21 7.094 8.867
22 6.748 7.934
23 6.325 8.765
24 6.238 8.166
25 6.176 13.298
26 6.287 7.888
27 5.897 8.198
28 5.728 8.429
29 5.483 8.955
30 5.815 8.701
31 5.513 8.233
32 5.046 10.408
33 4.805 8.680
34 4.548 8.095
35 4.367 7.403
36 4.088 7.511
37 3.909 7.684
38 3.789 8.132
39 3.674 8.065
40 3.594 7.883
41 3.737 8.085
42 3.794 7.772
43 3.611 7.690
44 3.373 7.755
45 3.263 7.644
46 3.189 7.496
47 3.220 7.913
48 3.149 7.622
49 3.096 7.720
50 2.991 7.506
51 2.854 7.610
52 2.866 7.554
53 2.767 7.532
54 2.707 7.403
55 2.750 7.756
56 3.122 9.317
57 5.005 8.011
58 4.520 7.870
59 3.784 7.700
60 3.170 7.623
61 2.811 7.517
62 2.589 7.359
63 2.478 7.534
64 2.456 7.339
65 2.477 7.375
66 2.488 7.326
67 2.423 7.209
68 2.523 7.255
69 2.542 7.233
70 2.460 7.491
71 2.488 7.384
72 2.442 7.457
73 2.396 7.346
74 2.351 7.220
75 2.338 7.296
76 2.393 7.752
77 2.679 7.673
78 3.102 7.359
79 3.091 7.376
80 3.114 7.705
81 3.404 7.833
82 3.220 7.489
83 3.041 8.093
84 3.004 7.930
85 2.869 7.361
86 2.475 7.341
87 2.259 7.187
88 2.131 7.121
89 1.938 7.195
90 2.047 7.340
91 2.078 7.257
92 2.247 7.263
93 2.234 7.171
94 2.155 7.250
95 2.198 7.365
96 2.240 7.323
97 2.400 7.747
98 4.652 9.564
99 5.671 7.929
100 4.424 7.628
Training complete! Best validation at epoch 88. Validation loss: 7.121, Test loss: 7.167
